TargetPos_Z	IsShowPath	IsRandomSpeed	TargetAngularSpeed	Points	Distance	Angle	IntPoints	Lag	Index_Speed	Index_Lag	LaserDotTarget	TargetSpeed	PreviousDirDot	PointsThisRun	PointsTotal	Frames	Date
-7.49	0	0	25.4493	0.941469	0.254883	13.8332	0.809524	32	-1	93	0.190211	4	-0.49601	415	8785	525	2022-12-9-16:8:26
-7.49	1	0	6.98574	9.18687	0.201459	1.4416	8.68609	8	-1	92	0.676859	1	0.221322	4610	13395	532	2022-12-9-16:8:36
-7.49	0	0	3.74177	9.87817	0.124648	0.93818	9.54307	16	-1	91	0.670185	0.5	0.56237	5086	18481	534	2022-12-9-16:8:44
-7.49	1	0	38.5345	1.0025	0.209574	11.3336	0.889943	4	-1	90	0.607599	8	-0.43072	460	18941	527	2022-12-9-16:8:52
-7.49	0	0	1.81541	10.2477	0.0835921	0.628201	9.96212	1	-1	89	-0.0401775	0.25	-0.283027	5250	24191	528	2022-12-9-16:9:1
-7.49	0	0	3.61041	8.46701	0.281443	2.08105	7.99244	32	-1	88	0.5974	0.5	-0.0283565	4217	28408	529	2022-12-9-16:9:14
-7.49	0	0	1.80448	10.1684	0.0924005	0.685737	9.88931	32	-1	87	0.686711	0.25	0.284983	5260	33668	533	2022-12-9-16:9:24
-7.49	0	0	13.4957	5.85219	0.552856	4.07938	5.37452	16	-1	86	0.315718	2	-0.471176	2816	36484	526	2022-12-9-16:9:34
-7.49	1	0	12.7939	7.66212	0.370875	2.40351	7.1566	1	-1	85	0.713567	2	0.151478	3782	40266	530	2022-12-9-16:9:42
-7.49	1	0	39.218	1.51928	0.197448	11.6129	1.3871	8	-1	84	0.57207	8	-0.335438	722	40988	527	2022-12-9-16:9:53
-7.49	1	0	13.9886	7.73498	0.36278	2.60106	7.23496	8	-1	83	0.574365	2	0.18665	3838	44826	532	2022-12-9-16:10:3
-7.49	1	0	6.7741	8.89599	0.233779	1.62584	8.44045	2	-1	82	0.625045	1	0.0563368	4454	49280	529	2022-12-9-16:10:11
-7.49	1	0	1.82294	10.3151	0.0761029	0.564201	10.1193	2	-1	81	0.425334	0.25	-0.148749	5332	54612	528	2022-12-9-16:10:19
-7.49	0	0	22.4769	3.56833	0.533529	5.57835	3.23062	2	-1	80	0.462718	4	-0.246125	1698	56310	529	2022-12-9-16:10:27
-7.49	1	0	3.74079	9.97124	0.114306	0.867549	9.5293	2	-1	79	0.908311	0.5	-0.213791	5031	61341	529	2022-12-9-16:10:35
-7.49	0	0	14.0562	2.46707	0.45753	8.79736	2.22117	32	-1	78	0.0541166	2	-0.0734427	1164	62505	529	2022-12-9-16:10:45
-7.49	1	0	3.70921	9.93716	0.118094	0.887747	9.53977	4	-1	77	0.841112	0.5	-0.155661	5027	67532	528	2022-12-9-16:10:54
-7.49	1	0	3.58902	9.95985	0.115572	0.848241	9.61248	0	-1	76	0.710984	0.5	-0.124412	5075	72607	529	2022-12-9-16:11:2
-7.49	0	0	7.20277	9.05436	0.216182	1.56423	8.62664	4	-1	75	0.772207	1	0.376212	4587	77194	533	2022-12-9-16:11:12
-7.49	0	0	1.8182	10.4753	0.0582974	0.434971	10.3943	2	-1	74	-0.365694	0.25	-0.622052	5447	82641	525	2022-12-9-16:11:20
-7.49	1	0	6.95682	7.09947	0.433392	3.14153	6.55487	64	-1	73	0.510944	1	-0.159466	3160	85801	483	2022-12-9-16:11:30
-7.49	0	0	3.64895	10.0503	0.105519	0.78984	9.71048	1	-1	72	0.630092	0.5	-0.597874	5087	90888	525	2022-12-9-16:11:42
-7.49	1	0	7.05097	8.92239	0.230845	1.68124	8.44612	4	-1	71	0.801809	1	-0.0856127	4458	95346	529	2022-12-9-16:11:50
-7.49	0	0	7.4941	1.33923	0.411052	12.1316	1.12232	64	-1	70	0.299186	1	0.133579	521	95867	466	2022-12-9-16:12:51
-7.49	0	0	14.1877	6.57629	0.492134	3.64307	6.0983	8	-1	69	0.491672	2	-0.0475603	3215	99082	529	2022-12-9-16:13:1
-7.49	1	0	14.4482	1.75138	0.349128	11.9564	1.5619	64	-1	68	0.433448	2	-0.287591	809	99891	525	2022-12-9-16:13:18
-7.49	0	0	6.90493	8.40249	0.288612	2.09211	7.94906	16	-1	67	0.436414	1	0.251771	4204	104095	530	2022-12-9-16:13:28
-7.49	1	0	24.6327	1.75743	0.408151	9.29921	1.55283	32	-1	66	0.453202	4	-0.03304	813	104908	530	2022-12-9-16:13:40
-7.49	0	0	25.8042	1.79659	0.632204	8.6641	1.57089	16	-1	65	0.267582	4	-0.143765	821	105729	529	2022-12-9-16:13:50
-7.49	1	0	12.0448	4.55101	0.567182	4.81357	4.14124	32	-1	64	0.525786	2	0.0630988	2189	107918	531	2022-12-9-16:14:5
-7.49	0	0	3.88714	9.51095	0.16545	1.28849	9.08443	2	-1	63	0.624983	0.5	0.542581	4831	112749	533	2022-12-9-16:14:15
-7.49	0	0	1.90353	10.2723	0.0808545	0.623307	10.0189	4	-1	62	0.403079	0.25	-0.220943	5290	118039	529	2022-12-9-16:14:24
-7.49	0	0	35.9248	0.179506	0.0542295	33.8478	0.154286	64	-1	61	-0.437316	8	-0.795998	73	118112	525	2022-12-9-16:14:41
-7.49	1	0	37.4078	0.792657	0.445444	9.92556	0.642045	1	-1	60	0.59054	8	-0.170141	328	118440	528	2022-12-9-16:14:51
-7.49	1	0	11.5093	7.63217	0.374203	2.34061	7.18406	4	-1	59	0.581931	2	-0.156579	3776	122216	527	2022-12-9-16:15:0
-7.49	0	0	13.4202	7.77411	0.358432	2.4857	7.28544	0	-1	58	0.568846	2	0.121876	3843	126059	529	2022-12-9-16:15:9
-7.49	1	0	40.6356	0.493763	0.164095	17.417	0.420152	32	-1	57	0.43213	8	-0.400997	211	126270	526	2022-12-9-16:15:20
-7.49	0	0	7.00815	9.23355	0.196272	1.40244	8.78879	2	-1	56	0.809435	1	0.681863	4691	130961	535	2022-12-9-16:15:29
-7.49	1	0	14.2294	6.73348	0.474057	3.39436	6.26843	16	-1	55	0.641548	2	-0.00550307	3306	134267	529	2022-12-9-16:15:39
-7.49	0	0	6.93105	8.46271	0.281921	2.07926	7.97925	8	-1	54	0.46067	1	0.110915	4219	138486	530	2022-12-9-16:15:48
-7.49	1	0	23.6213	6.04858	0.42724	4.04041	5.64326	0	-1	53	0.744664	4	-0.178983	2963	141449	527	2022-12-9-16:15:57
-7.49	1	0	3.8792	9.96444	0.115062	0.907371	9.58724	8	-1	52	0.773457	0.5	0.423125	5100	146549	533	2022-12-9-16:16:5
-7.49	0	0	1.9075	10.1908	0.0899159	0.701304	9.9812	8	-1	51	0.814354	0.25	0.299982	5299	151848	532	2022-12-9-16:16:14
-7.49	1	0	25.2643	4.3338	0.401491	6.2386	3.97909	16	-1	50	0.498192	4	-0.320347	2082	153930	526	2022-12-9-16:16:23
-7.49	1	0	23.9798	5.48935	0.507333	4.26779	5.02672	4	-1	49	0.66418	4	-0.554915	2624	156554	524	2022-12-9-16:16:32
-7.49	1	0	1.87832	9.49534	0.167184	1.29812	9.04356	64	-1	48	0.633244	0.25	-0.350931	4764	161318	528	2022-12-9-16:16:48
-7.49	0	0	39.7108	1.12636	0.27856	11.0395	0.992395	1	-1	47	0.557137	8	-0.721623	513	161831	526	2022-12-9-16:20:30
-7.49	0	0	39.4133	0.727299	0.49647	9.70155	0.587452	2	-1	46	0.607323	8	-0.614489	300	162131	526	2022-12-9-16:20:39
-7.49	1	0	3.644	9.04384	0.217351	1.65549	8.53861	32	-1	45	0.545745	0.5	0.0871874	4523	166654	531	2022-12-9-16:20:52
-7.49	0	0	24.5268	4.13145	0.654686	5.4126	3.70455	0	-1	44	0.535142	4	-0.385951	1946	168600	528	2022-12-9-16:21:1
-7.49	0	0	3.77567	9.97796	0.11356	0.891237	9.57547	8	-1	43	0.763491	0.5	0.113137	5065	173665	530	2022-12-9-16:21:10
-7.49	0	0	26.8637	0.604075	0.0937768	25.3574	0.540952	64	-1	42	-0.221417	4	-0.52225	273	173938	525	2022-12-9-16:21:26
-7.49	1	0	25.3024	4.45497	0.521752	5.25226	4.07021	8	-1	41	0.766847	4	-0.339425	2135	176073	527	2022-12-9-16:21:35
-7.49	0	0	14.3454	7.93696	0.340338	2.56614	7.4718	1	-1	40	0.595708	2	0.189706	3964	180037	532	2022-12-9-16:21:45
-7.49	0	0	39.3907	1.0752	0.34462	11.8254	0.935484	8	-1	39	0.498909	8	-0.469363	484	180521	527	2022-12-9-16:21:53
-7.49	0	0	26.2128	3.94831	0.625596	5.91387	3.52852	8	-1	38	0.491826	4	-0.310631	1845	182366	526	2022-12-9-16:22:2
-7.49	1	0	1.87937	9.96684	0.114796	0.898527	9.62357	16	-1	37	-0.0270423	0.25	-0.525301	5052	187418	526	2022-12-9-16:22:12
-7.49	0	0	7.71483	9.15334	0.205185	1.61235	8.68113	1	-1	36	0.752573	1	0.0396787	4591	192009	530	2022-12-9-16:22:21
-7.49	1	0	7.34551	9.09879	0.211245	1.59756	8.73004	16	-1	35	0.785787	1	-0.293087	4582	196591	526	2022-12-9-16:22:30
-7.49	0	0	7.77059	6.04545	0.550506	4.30245	5.56981	32	-1	34	0.337319	1	-0.00548942	2941	199532	530	2022-12-9-16:22:41
-7.49	0	0	36.8967	2.33558	0.422066	7.41383	2.10019	0	-1	33	0.773588	8	-0.0171292	1101	200633	529	2022-12-9-16:22:51
-7.49	1	0	40.9737	1.14015	0.20466	12.8878	1.03036	16	-1	32	0.616186	8	-0.404652	534	201167	527	2022-12-9-16:23:1
-7.49	1	0	26.0079	0.573206	0.137717	19.9363	0.501908	64	-1	31	-0.151092	4	-0.486299	254	201421	524	2022-12-9-16:23:33
-7.49	0	0	1.93538	6.19826	0.537195	4.20103	5.73019	64	-1	30	-0.235357	0.25	0.150944	3027	204448	530	2022-12-9-16:23:47
-7.49	0	0	38.2748	0.871298	0.336759	10.0609	0.705323	4	-1	29	0.540918	8	-0.37164	362	204810	526	2022-12-9-16:23:56
-7.49	0	0	3.80844	9.8759	0.1249	0.96629	9.50473	0	-1	28	0.641807	0.5	-0.077267	5018	209828	529	2022-12-9-16:24:6
-7.49	0	0	14.2805	7.81323	0.354086	2.61001	7.37547	4	-1	27	0.616796	2	0.00610112	3899	213727	530	2022-12-9-16:24:14
-7.49	1	0	1.8652	10.3658	0.0704705	0.539493	10.1439	4	-1	26	0.92908	0.25	-0.326992	5346	219073	528	2022-12-9-16:24:22
-7.49	1	0	25.03	6.44481	0.499233	3.48798	5.95636	2	-1	25	0.766274	4	-0.387748	3129	222202	527	2022-12-9-16:24:31
-7.49	0	0	1.90814	10.2727	0.0808056	0.628879	10.034	0	-1	24	0.800516	0.25	0.0234282	5308	227510	530	2022-12-9-16:24:40
-7.49	0	0	13.7544	0.892542	0.202923	14.5108	0.78828	64	-1	23	-0.124035	2	-0.162943	407	227917	529	2022-12-9-16:24:56
-7.49	0	0	3.84414	5.1571	0.602845	5.19216	4.71023	64	-1	22	-0.10514	0.5	-0.565665	2477	230394	528	2022-12-9-16:25:13
-7.49	1	0	7.15043	9.31181	0.187577	1.39	8.8431	0	-1	21	0.556101	1	-0.205695	4668	235062	529	2022-12-9-16:25:22
-7.49	1	0	13.3347	7.51469	0.387256	2.77555	7.01507	2	-1	20	0.687375	2	0.191568	3715	238777	531	2022-12-9-16:25:30
-7.49	1	0	1.91739	10.0561	0.104883	0.827725	9.78531	32	-1	19	0.769919	0.25	0.298568	5185	243962	531	2022-12-9-16:25:41
-7.49	1	0	3.64939	8.53143	0.274286	2.09428	8.02256	64	-1	18	0.321112	0.5	0.385002	4257	248219	532	2022-12-9-16:25:54
-7.49	1	0	3.86758	10.1924	0.089738	0.701062	9.90875	1	-1	17	0.458747	0.5	-0.61145	5201	253420	526	2022-12-9-16:26:4
-7.49	1	0	7.68451	7.60908	0.376769	2.93475	7.13611	32	-1	16	0.502146	1	0.0497275	3764	257184	529	2022-12-9-16:26:13
-7.49	1	0	1.92895	10.4064	0.0659566	0.517269	10.2481	8	-1	15	0.188064	0.25	-0.433841	5400	262584	528	2022-12-9-16:26:21
-7.49	1	0	3.71365	9.3642	0.181755	1.39341	8.86278	16	-1	14	0.623114	0.5	0.230718	4704	267288	532	2022-12-9-16:26:30
-7.49	1	0	1.90322	10.2745	0.080612	0.629468	10.0645	1	-1	13	0.930985	0.25	-0.253154	5294	272582	527	2022-12-9-16:26:38
-7.49	1	0	34.8576	0.495675	0.116627	25.2837	0.422348	64	-1	12	-0.023783	8	-0.250988	213	272795	528	2022-12-9-16:26:54
-7.49	1	0	39.4657	1.17944	0.251605	17.6669	1.04924	2	-1	11	0.336876	8	-0.277922	545	273340	528	2022-12-9-16:27:2
-7.49	0	0	1.91605	9.99564	0.111595	0.873039	9.62928	16	-1	10	0.519701	0.25	-0.270687	5055	278395	526	2022-12-9-16:27:12
-7.49	0	0	26.1306	4.371	0.740266	5.36979	3.90341	1	-1	9	0.54912	4	-0.390866	2051	280446	528	2022-12-9-16:27:22
-7.49	0	0	40.1802	0.66573	0.189644	13.7577	0.590133	16	-1	8	0.496289	8	-0.358026	301	280747	527	2022-12-9-16:27:31
-7.49	1	0	35.0554	2.64845	0.489855	6.59495	2.35171	0	-1	7	0.663822	8	-0.542905	1227	281974	526	2022-12-9-16:27:41
-7.49	0	0	40.8014	0.264395	0.0362183	28.1772	0.246212	32	-1	6	0.267733	8	-0.322271	119	282093	528	2022-12-9-16:27:55
-7.49	0	0	7.5426	9.33331	0.185187	1.44047	8.91477	0	-1	5	0.736032	1	-0.157551	4697	286790	528	2022-12-9-16:28:5
-7.49	0	0	3.86037	9.70143	0.144285	1.1425	9.29887	4	-1	4	0.719432	0.5	0.300697	4937	291727	532	2022-12-9-16:28:14
-7.49	1	0	13.8055	8.78309	0.246324	1.7645	8.27324	0	-1	3	0.749173	2	-0.220705	4349	296076	527	2022-12-9-16:28:23
-7.49	0	0	14.0526	7.1668	0.427943	3.17658	6.72023	2	-1	2	0.482175	2	-0.176128	3544	299620	529	2022-12-9-16:28:31
-7.49	0	0	25.0024	4.33058	0.688502	5.28737	3.87524	4	-1	1	0.656447	4	-0.046338	2041	301661	529	2022-12-9-16:28:40
-7.49	1	0	7.22103	9.36669	0.181479	1.31969	8.90207	1	-1	0	0.830632	1	0.340194	4717	306378	531	2022-12-9-16:28:48
TargetPos_Z	IsShowPath	IsRandomSpeed	TargetAngularSpeed	Points	Distance	Angle	IntPoints	Lag	Index_Speed	Index_Lag	LaserDotTarget	TargetSpeed	PreviousDirDot	PointsThisRun	PointsTotal	Frames	Date
-7.49	1	0	13.1187	8.32821	0.296866	2.09966	7.86226	16	-1	95	0.83919	2	0.0225096	4158	4158	530	2023-1-12-8:8:15
-7.49	0	0	38.3964	1.86225	0.37549	10.3938	1.66541	4	-1	94	0.653253	8	-0.222406	872	5030	529	2023-1-12-8:8:24
-7.49	1	0	24.0694	5.84159	0.404646	4.00107	5.38447	0	-1	93	0.809728	4	-0.319898	2833	7863	528	2023-1-12-8:8:32
-7.49	1	0	3.60821	9.45095	0.172117	1.30678	9.0565	8	-1	92	0.567635	0.5	0.260808	4800	12663	531	2023-1-12-8:8:39
-7.49	1	0	3.23372	10.2136	0.0873787	0.648783	9.88091	64	-1	91	0.856856	0.5	-0.083073	5218	17881	529	2023-1-12-8:8:48
-7.49	1	0	1.67099	10.0095	0.110056	0.809368	9.55744	32	-1	90	0.777237	0.25	0.12396	5066	22947	531	2023-1-12-8:8:56
-7.49	1	0	37.237	2.91899	0.452597	6.67048	2.65275	0	-1	89	0.804945	8	-0.248515	1387	24334	527	2023-1-12-8:9:5
-7.49	0	0	3.48154	8.5242	0.275089	2.08859	8.10189	32	-1	88	0.624733	0.5	0.068847	4285	28619	530	2023-1-12-8:9:15
-7.49	1	0	12.1767	6.03052	0.552925	3.87421	5.53875	32	-1	87	0.775878	2	0.0915142	2920	31539	529	2023-1-12-8:9:24
-7.49	1	0	1.76061	10.4217	0.0642509	0.474018	10.242	4	-1	86	0.65304	0.25	0.0579303	5407	36946	529	2023-1-12-8:9:33
-7.49	1	0	13.0227	8.91658	0.231491	1.63714	8.43048	1	-1	85	0.883531	2	-0.516549	4415	41361	525	2023-1-12-8:9:41
-7.49	1	0	3.44953	9.9264	0.119289	0.881841	9.6186	16	-1	84	0.551002	0.5	-0.363699	5059	46420	527	2023-1-12-8:9:50
-7.49	0	0	6.27782	2.93602	0.535572	7.58164	2.62879	64	-1	83	0.304668	1	-0.196563	1377	47797	528	2023-1-12-8:10:8
-7.49	0	0	6.22783	6.7155	0.476056	3.34467	6.20377	32	-1	82	0.4092	1	-0.0408663	3278	51075	530	2023-1-12-8:10:18
-7.49	0	0	3.31823	6.66462	0.481709	3.64475	6.21764	64	-1	81	0.35401	0.5	0.397917	3304	54379	533	2023-1-12-8:10:34
-7.49	1	0	1.76238	9.97258	0.114158	0.848433	9.65038	1	-1	80	0.85837	0.25	0.301547	5124	59503	532	2023-1-12-8:10:43
-7.49	1	0	24.8222	7.28796	0.393895	2.84937	6.81973	2	-1	79	0.832822	4	-0.44676	3584	63087	527	2023-1-12-8:10:52
-7.49	0	0	1.75577	10.3598	0.071128	0.527636	10.2011	1	-1	78	0.630251	0.25	0.279803	5417	68504	532	2023-1-12-8:10:59
-7.49	1	0	6.6634	9.83639	0.12929	0.931506	9.44991	8	-1	77	0.833043	1	-0.219652	4988	73492	529	2023-1-12-8:11:7
-7.49	1	0	22.9099	4.47035	0.622418	4.90462	4.04753	16	-1	76	0.725421	4	-0.362632	2118	75610	526	2023-1-12-8:11:17
-7.49	0	0	1.71482	9.67012	0.147764	1.10762	9.24486	32	-1	75	0.82907	0.25	0.691491	4937	80547	535	2023-1-12-8:11:27
-7.49	1	0	10.7287	3.68189	0.590483	5.8613	3.29301	64	-1	74	0.532123	2	-0.0222773	1732	82279	529	2023-1-12-8:11:44
-7.49	0	0	11.0563	7.97663	0.33593	2.02003	7.49623	2	-1	73	0.665475	2	0.0694701	3962	86241	530	2023-1-12-8:11:53
-7.49	0	0	1.73121	10.3569	0.0714562	0.525427	10.217	8	-1	72	0.74312	0.25	-0.0458331	5404	91645	530	2023-1-12-8:12:2
-7.49	0	0	30.442	0.247809	0.0688914	19.9531	0.214015	32	-1	71	0.399679	8	-0.154897	102	91747	528	2023-1-12-8:12:13
-7.49	1	0	33.2871	4.22617	0.303194	5.44164	3.93511	4	-1	70	0.788842	8	-0.750048	2053	93800	524	2023-1-12-8:12:22
-7.49	0	0	24.9729	3.53068	0.656792	5.92161	3.13714	0	-1	69	0.697917	4	-0.494145	1637	95437	525	2023-1-12-8:12:36
-7.49	1	0	1.69875	10.4713	0.0587468	0.432792	10.3396	16	-1	68	0.732428	0.25	-0.0244617	5469	100906	530	2023-1-12-8:12:44
-7.49	0	0	12.9222	4.88119	0.654356	4.8277	4.40228	8	-1	67	0.662725	2	-0.243981	2309	103215	527	2023-1-12-8:12:52
-7.49	1	0	6.91798	9.9482	0.116866	0.852882	9.65399	2	-1	66	0.745173	1	-0.299082	5067	108282	526	2023-1-12-8:13:0
-7.49	1	0	23.1749	6.28726	0.472658	3.44426	5.84061	1	-1	65	0.822056	4	-0.439502	3067	111349	527	2023-1-12-8:13:9
-7.49	0	0	3.51503	9.34053	0.184385	1.37852	8.90359	16	-1	64	0.7853	0.5	0.0477032	4700	116049	529	2023-1-12-8:13:17
-7.49	0	0	6.8571	8.43322	0.285198	2.11033	7.97348	16	-1	63	0.498936	1	-0.129798	4200	120249	528	2023-1-12-8:13:27
-7.49	1	0	23.8961	6.16518	0.537958	3.5739	5.68501	4	-1	62	0.856278	4	-0.470383	2985	123234	527	2023-1-12-8:13:34
-7.49	0	0	35.6937	1.96894	0.50521	6.91031	1.6862	0	-1	61	0.741466	8	-0.0972306	881	124115	529	2023-1-12-8:13:40
-7.49	1	0	1.58118	9.77477	0.136137	0.997831	9.38983	64	-1	60	0.803957	0.25	0.0525385	4977	129092	531	2023-1-12-8:13:51
-7.49	0	0	23.7752	5.24282	0.539815	4.33217	4.79087	1	-1	59	0.649701	4	-0.300266	2509	131601	526	2023-1-12-8:14:0
-7.49	1	0	6.21711	6.38276	0.513026	3.72388	5.88	64	-1	58	0.144222	1	-0.558972	3079	134680	525	2023-1-12-8:14:9
-7.49	1	0	13.4882	8.13755	0.31805	2.22049	7.73346	4	-1	57	0.864268	2	-0.120272	4081	138761	529	2023-1-12-8:14:17
-7.49	1	0	3.51952	9.90802	0.121331	0.899704	9.57845	1	-1	56	0.70189	0.5	-0.240616	5057	143818	529	2023-1-12-8:14:26
-7.49	0	0	6.95421	9.53705	0.16255	1.18986	9.06026	1	-1	55	0.837832	1	0.229839	4800	148618	531	2023-1-12-8:14:36
-7.49	1	0	37.6403	2.55508	0.302293	8.18373	2.32952	16	-1	54	0.717093	8	-0.48225	1214	149832	525	2023-1-12-8:14:45
-7.49	1	0	1.73868	9.9286	0.119045	0.871944	9.59125	8	-1	53	-0.335316	0.25	-0.545492	5035	154867	526	2023-1-12-8:14:55
-7.49	0	0	5.85384	9.24616	0.194871	1.26894	8.86415	2	-1	52	0.773493	1	-0.00219564	4689	159556	530	2023-1-12-8:15:2
-7.49	0	0	6.5582	9.08779	0.212468	1.46825	8.6109	8	-1	51	0.759924	1	0.358281	4571	164127	532	2023-1-12-8:15:10
-7.49	0	0	13.4732	7.95504	0.338329	2.43235	7.46756	4	-1	50	0.599752	2	-0.633599	3904	168031	524	2023-1-12-8:15:17
-7.49	0	0	12.066	7.87043	0.34773	2.21552	7.39509	1	-1	49	0.724961	2	0.0839632	3903	171934	529	2023-1-12-8:15:24
-7.49	1	0	1.73036	9.90251	0.121944	0.883232	9.51229	0	-1	48	0.698569	0.25	-0.16903	5022	176956	529	2023-1-12-8:15:32
-7.49	1	0	22.4458	4.78132	0.59193	5.00233	4.37643	32	-1	47	0.698717	4	-0.520696	2291	179247	526	2023-1-12-8:23:1
-7.49	0	0	1.77614	10.1301	0.0966587	0.714133	9.85958	2	-1	46	0.511085	0.25	-0.194255	5186	184433	527	2023-1-12-8:23:9
-7.49	0	0	3.48107	10.1095	0.0989401	0.726541	9.74906	1	-1	45	0.837599	0.5	0.124248	5156	189589	530	2023-1-12-8:23:16
-7.49	1	0	3.36264	9.53198	0.163113	1.20888	9.04348	32	-1	44	0.588691	0.5	-0.0453957	4774	194363	529	2023-1-12-8:23:37
-7.49	1	0	1.75984	10.0655	0.103835	0.76512	9.77778	2	-1	43	0.938014	0.25	0.244056	5181	199544	531	2023-1-12-8:23:45
-7.49	1	0	13.6006	8.31408	0.298436	2.16336	7.85769	0	-1	42	0.810928	2	-0.373081	4131	203675	527	2023-1-12-8:23:53
-7.49	1	0	23.7154	1.89608	0.407759	12.1295	1.6813	64	-1	41	0.0893577	4	-0.670528	871	204546	524	2023-1-12-8:24:3
-7.49	0	0	21.9666	0.317027	0.0506881	21.2762	0.291115	64	-1	40	0.0992468	4	-0.0273173	145	204691	529	2023-1-12-8:24:15
-7.49	1	0	31.4763	0.484795	0.0896094	23.796	0.432892	64	-1	39	0.406478	8	-0.27685	223	204914	529	2023-1-12-8:24:28
-7.49	0	0	23.9112	5.83484	0.500467	3.86837	5.37643	2	-1	38	0.692709	4	-0.256297	2818	207732	526	2023-1-12-8:24:36
-7.49	0	0	6.81663	9.3238	0.186244	1.35868	8.87833	4	-1	37	0.557524	1	-0.724264	4661	212393	526	2023-1-12-8:24:44
-7.49	1	0	6.70739	9.60949	0.154501	1.09519	9.18526	4	-1	36	0.859504	1	0.0807479	4848	217241	529	2023-1-12-8:24:51
-7.49	0	0	20.5338	0.761436	0.218074	11.6965	0.673624	32	-1	35	0.354004	4	-0.383662	346	217587	527	2023-1-12-8:24:59
-7.49	0	0	1.72053	10.5131	0.0540999	0.393457	10.4337	0	-1	34	0.88767	0.25	-0.375115	5499	223086	528	2023-1-12-8:25:8
-7.49	1	0	34.3957	2.98473	0.609395	5.37298	2.61059	2	-1	33	0.821181	8	-0.114891	1371	224457	529	2023-1-12-8:25:16
-7.49	1	0	13.5178	9.37054	0.181051	1.30875	9	8	-1	32	0.848784	2	-0.316339	4732	229189	527	2023-1-12-8:25:24
-7.49	1	0	3.38104	9.88309	0.124101	0.89395	9.4717	4	-1	31	0.520321	0.5	0.106596	5009	234198	530	2023-1-12-8:25:32
-7.49	0	0	12.1861	8.37612	0.291542	1.90167	7.9661	0	-1	30	0.807032	2	0.13714	4219	238417	531	2023-1-12-8:25:39
-7.49	0	0	35.8621	2.92088	0.418743	6.06523	2.6276	2	-1	29	0.672057	8	-0.104226	1381	239798	529	2023-1-12-8:25:47
-7.49	0	0	3.25642	10.2527	0.0830303	0.580272	10.0338	4	-1	28	0.771732	0.5	0.159551	5328	245126	532	2023-1-12-8:25:55
-7.49	1	0	6.89298	9.80697	0.132559	0.952057	9.42561	1	-1	27	0.883511	1	0.209372	4994	250120	531	2023-1-12-8:26:2
-7.49	1	0	6.27518	9.85095	0.127672	0.860349	9.50095	0	-1	26	0.830481	1	-0.1358	4996	255116	527	2023-1-12-8:26:10
-7.49	1	0	37.2334	5.37305	0.465374	3.52905	4.94476	1	-1	25	0.817027	8	-0.520612	2587	257703	525	2023-1-12-8:26:18
-7.49	0	0	36.5638	3.26964	0.46801	5.75978	2.98102	1	-1	24	0.699246	8	-0.169501	1561	259264	527	2023-1-12-8:26:30
-7.49	0	0	1.54294	9.0128	0.2208	1.56793	8.59924	64	-1	23	0.470729	0.25	-0.00841323	4540	263804	529	2023-1-12-8:26:43
-7.49	0	0	3.48575	10.067	0.103668	0.749694	9.75655	0	-1	22	0.797343	0.5	0.466807	5199	269003	534	2023-1-12-8:26:50
-7.49	1	0	6.50052	8.36629	0.292635	2.11096	7.83992	32	-1	21	0.78565	1	0.196193	4154	273157	531	2023-1-12-8:26:59
-7.49	0	0	35.6079	2.85554	0.390871	6.99137	2.58144	8	-1	20	0.688975	8	-0.241771	1354	274511	528	2023-1-12-8:27:8
-7.49	1	0	6.50201	9.61335	0.154072	1.07865	9.20527	16	-1	19	0.909755	1	0.194192	4879	279390	531	2023-1-12-8:27:17
-7.49	0	0	11.5872	5.30558	0.537294	4.14124	4.84381	16	-1	18	0.499817	2	-0.523953	2533	281923	525	2023-1-12-8:27:25
-7.49	0	0	38.1768	1.13772	0.342667	11.9503	0.979087	16	-1	17	0.522147	8	-0.662503	506	282429	526	2023-1-12-8:27:33
-7.49	1	0	11.7878	8.66574	0.259362	1.64214	8.22306	2	-1	16	0.852797	2	0.0193865	4339	286768	529	2023-1-12-8:27:41
-7.49	1	0	35.5115	3.87245	0.51486	5.03852	3.50189	8	-1	15	0.884122	8	0.103242	1845	288613	530	2023-1-12-8:27:51
-7.49	1	0	3.43785	9.14467	0.206148	1.4941	8.7717	2	-1	14	0.488326	0.5	0.0116365	4638	293251	530	2023-1-12-8:27:59
-7.49	0	0	3.18883	10.2717	0.0809258	0.554541	10.0619	2	-1	13	0.861168	0.5	0.540035	5352	298603	533	2023-1-12-8:28:12
-7.49	0	0	12.4831	1.71311	0.493823	11.1765	1.48859	64	-1	12	-0.0445711	2	-0.334006	774	299377	526	2023-1-12-8:28:24
-7.49	1	0	23.7149	4.19224	0.516324	5.53983	3.83176	8	-1	11	0.734735	4	-0.116874	2016	301393	529	2023-1-12-8:28:32
-7.49	0	0	36.3493	0.349495	0.0735649	24.5313	0.310606	64	-1	10	0.0369482	8	-0.337637	154	301547	528	2023-1-12-8:28:46
-7.49	0	0	3.32258	9.81553	0.131608	0.930162	9.43233	8	-1	9	0.871516	0.5	0.304867	5007	306554	532	2023-1-12-8:28:54
-7.49	0	0	1.72437	10.2873	0.0791895	0.571461	10.0824	4	-1	8	0.886677	0.25	0.61462	5374	311928	534	2023-1-12-8:29:1
