TargetPos_Z	IsShowPath	IsRandomSpeed	TargetAngularSpeed	Points	Distance	Angle	IntPoints	Lag	Index_Speed	Index_Lag	LaserDotTarget	TargetSpeed	PreviousDirDot	PointsThisRun	PointsTotal	Frames	Date
-7.49	1	0	3.24449	10.5026	0.0552672	0.391666	10.4396	8	-1	84	0.811973	0.5	0.165414	5522	47436	530	2023-1-13-8:20:53
-7.49	0	0	24.2404	5.72941	0.458933	4.27093	5.36433	8	-1	83	0.605615	4	-0.483782	2816	50252	527	2023-1-13-8:21:2
-7.49	1	0	6.59333	10.0227	0.108583	0.766937	9.69288	4	-1	82	0.942295	1	0.572917	5165	55417	534	2023-1-13-8:21:9
-7.49	0	0	1.78801	10.4788	0.0579161	0.431693	10.4015	1	-1	81	0.736451	0.25	-0.216224	5482	60899	528	2023-1-13-8:21:17
-7.49	0	0	3.28492	10.2447	0.0839227	0.602987	10.0019	8	-1	80	0.871853	0.5	0.0901037	5290	66189	530	2023-1-13-8:21:25
-7.49	0	0	24.7089	6.69087	0.457998	3.37605	6.21928	0	-1	79	0.718037	4	-0.200838	3280	69469	529	2023-1-13-8:21:36
-7.49	0	0	6.62257	9.63209	0.15199	1.08091	9.32386	4	-1	78	0.671779	1	-0.171973	4913	74382	528	2023-1-13-8:21:44
-7.49	1	0	1.74645	10.28	0.0800001	0.596366	10.0744	16	-1	77	0.699382	0.25	-0.771257	5268	79650	524	2023-1-13-8:21:55
-7.49	1	0	3.48486	10.2612	0.0820939	0.60154	10.0415	1	-1	76	0.962456	0.5	-0.0360212	5312	84962	530	2023-1-13-8:22:2
-7.49	1	0	12.6794	9.62961	0.152265	1.05509	9.27358	2	-1	75	0.848273	2	0.171982	4904	89866	530	2023-1-13-8:22:10
-7.49	0	0	40.4149	0.511914	0.125233	14.3908	0.45351	64	-1	74	0.465809	8	-0.316327	230	90096	527	2023-1-13-8:22:20
-7.49	1	0	7.10527	10.2107	0.0877047	0.653527	9.97732	2	-1	73	0.842635	1	-0.107863	5268	95364	529	2023-1-13-8:22:28
-7.49	0	0	1.74797	10.3554	0.0716195	0.530209	10.1399	8	-1	72	0.709467	0.25	-0.0694494	5354	100718	529	2023-1-13-8:22:36
-7.49	0	0	13.3882	8.80441	0.243955	1.74913	8.35472	0	-1	71	0.856521	2	0.118382	4417	105135	530	2023-1-13-8:22:49
-7.49	1	0	39.11	2.92721	0.259257	9.05954	2.74573	16	-1	70	0.642542	8	-0.453808	1437	106572	527	2023-1-13-8:22:59
-7.49	0	0	34.7812	4.58344	0.455904	4.22173	4.21591	1	-1	69	0.746622	8	-0.284921	2217	108789	528	2023-1-13-8:23:7
-7.49	1	0	39.321	5.165	0.424238	4.5098	4.77376	4	-1	68	0.779219	8	-0.707675	2501	111290	526	2023-1-13-8:23:15
-7.49	0	0	11.537	8.61566	0.264927	1.62056	8.16981	2	-1	67	0.766919	2	0.137424	4320	115610	530	2023-1-13-8:23:23
-7.49	1	0	1.78514	10.2246	0.086158	0.642602	10	0	-1	66	0.304484	0.25	0.166115	5299	120909	531	2023-1-13-8:23:31
-7.49	0	0	12.058	9.02068	0.219925	1.46715	8.62738	1	-1	65	0.750972	2	-0.273044	4527	125436	526	2023-1-13-8:23:39
-7.49	0	0	6.18187	7.39299	0.331857	2.91026	6.92857	32	-1	64	0.508813	1	0.29506	3675	129111	532	2023-1-13-8:23:53
-7.49	0	0	42.9369	0.522678	0.131844	19.7225	0.462998	32	-1	63	0.324339	8	-0.482311	235	129346	527	2023-1-13-8:24:2
-7.49	1	0	1.59945	8.60496	0.266115	1.965	8.11742	64	-1	62	0.447711	0.25	-0.46576	4277	133623	528	2023-1-13-8:24:24
-7.49	0	0	37.0518	4.37815	0.358258	6.43651	4.04554	8	-1	61	0.623347	8	-0.420127	2122	135745	527	2023-1-13-8:24:32
-7.49	1	0	34.1864	3.32841	0.417088	5.80535	3.02467	8	-1	60	0.868823	8	-0.434393	1584	137329	527	2023-1-13-8:24:41
-7.49	1	0	1.71491	9.98071	0.113254	0.820036	9.58523	2	-1	59	0.418308	0.25	-0.292379	5050	142379	528	2023-1-13-8:24:50
-7.49	0	0	6.1332	3.8695	0.409608	6.78585	3.54649	64	-1	58	-0.164357	1	-0.253735	1859	144238	527	2023-1-13-8:25:4
-7.49	0	0	6.78713	8.46993	0.281119	2.04093	8.03214	16	-1	57	0.644103	1	-0.142739	4238	148476	529	2023-1-13-8:25:14
-7.49	1	0	23.4048	5.03314	0.572307	4.53696	4.58569	16	-1	56	0.762639	4	0.0871184	2425	150901	531	2023-1-13-8:25:22
-7.49	0	0	11.2895	2.21972	0.353237	11.1367	2.01705	64	-1	55	-0.0330337	2	-0.131416	1055	151956	528	2023-1-13-8:25:36
-7.49	0	0	1.71375	10.0373	0.106964	0.787296	9.67486	16	-1	54	0.72743	0.25	0.0269643	5108	157064	529	2023-1-13-8:25:46
-7.49	0	0	6.91166	9.75242	0.138619	1.0172	9.42045	2	-1	53	0.734408	1	-0.294613	4964	162028	528	2023-1-13-8:25:53
-7.49	0	0	10.4891	4.84211	0.53127	4.46944	4.43421	32	-1	52	0.609689	2	0.303054	2349	164377	532	2023-1-13-8:26:4
-7.49	0	0	38.7386	3.78587	0.368789	7.10625	3.48859	2	-1	51	0.667271	8	-0.240522	1826	166203	526	2023-1-13-8:26:12
-7.49	1	0	37.2698	5.04061	0.530703	3.80215	4.5879	0	-1	50	0.904265	8	-0.209706	2416	168619	529	2023-1-13-8:26:20
-7.49	0	0	3.48329	9.63638	0.151513	1.12747	9.25758	16	-1	49	0.638091	0.5	-0.218641	4877	173496	528	2023-1-13-8:26:29
-7.49	0	0	1.76178	10.5296	0.052263	0.385606	10.5038	2	-1	48	0.898936	0.25	-0.417916	5535	179031	528	2023-1-13-8:26:37
-7.49	0	0	37.2535	2.53403	0.311748	9.91534	2.29848	16	-1	47	0.503236	8	-0.510654	1199	180230	526	2023-1-13-8:31:46
-7.49	0	0	32.9357	4.17705	0.392854	5.13752	3.83429	4	-1	46	0.56425	8	-0.512675	2003	182233	525	2023-1-13-8:31:55
-7.49	1	0	47.394	0.129126	0.0228493	26.1661	0.11553	64	-1	45	0.243868	8	-0.150154	52	182285	528	2023-1-13-8:32:8
-7.49	1	0	3.31531	9.59049	0.156613	1.11171	9.19545	16	-1	44	0.640585	0.5	-0.292874	4835	187120	527	2023-1-13-8:32:17
-7.49	1	0	37.588	4.19617	0.555149	4.86597	3.83429	2	-1	43	0.849403	8	-0.652299	2003	189123	525	2023-1-13-8:32:24
-7.49	0	0	3.44033	10.2292	0.0856389	0.616455	10.0076	2	-1	42	0.730666	0.5	-0.0975887	5263	194386	527	2023-1-13-8:32:32
-7.49	0	0	25.1275	7.00716	0.417434	3.11988	6.55703	4	-1	41	0.671988	4	-0.647009	3438	197824	526	2023-1-13-8:32:40
-7.49	1	0	22.567	8.71429	0.253968	1.63365	8.29468	1	-1	40	0.936702	4	-0.205404	4352	202176	526	2023-1-13-8:32:47
-7.49	1	0	1.71813	10.4235	0.0640563	0.46408	10.2854	8	-1	39	0.722156	0.25	-0.167393	5431	207607	529	2023-1-13-8:32:55
-7.49	1	0	13.4441	8.5428	0.273022	1.95569	8.08491	8	-1	38	0.860323	2	-0.0692149	4274	211881	530	2023-1-13-8:33:2
-7.49	0	0	24.2281	7.33337	0.358514	2.8203	6.89524	2	-1	37	0.783898	4	-0.47832	3610	215491	525	2023-1-13-8:33:10
-7.49	0	0	3.39434	10.3216	0.0753764	0.535309	10.1231	0	-1	36	0.884061	0.5	-0.552603	5334	220825	528	2023-1-13-8:33:18
-7.49	0	0	3.46797	10.1553	0.0938573	0.679672	9.89414	1	-1	35	0.841946	0.5	-0.08783	5224	226049	529	2023-1-13-8:33:25
-7.49	0	0	3.33327	10.3333	0.0740726	0.521426	10.1224	4	-1	34	0.869321	0.5	0.156136	5365	231414	531	2023-1-13-8:33:33
-7.49	1	0	21.3653	2.31894	0.294009	7.37648	2.09811	32	-1	33	0.758486	4	-0.0127607	1102	232516	530	2023-1-13-8:33:43
-7.49	1	0	11.9206	7.27151	0.414277	2.74461	6.7723	32	-1	32	0.799351	2	-0.248397	3560	236076	527	2023-1-13-8:33:52
-7.49	0	0	6.53337	9.48729	0.168079	1.16258	9.06379	8	-1	31	0.859855	1	0.376514	4820	240896	533	2023-1-13-8:34:0
-7.49	1	0	24.2489	7.98588	0.334902	2.24268	7.51331	2	-1	30	0.884519	4	-0.534441	3942	244838	526	2023-1-13-8:34:7
-7.49	1	0	3.39325	10.2853	0.0794135	0.564883	10.1996	2	-1	29	0.656122	0.5	0.0768464	5406	250244	531	2023-1-13-8:34:15
-7.49	1	0	23.944	7.48713	0.390319	2.64463	7.03795	8	-1	28	0.884558	4	-0.459519	3699	253943	527	2023-1-13-8:34:22
-7.49	0	0	3.30766	8.78511	0.246099	1.78319	8.3093	32	-1	27	0.673011	0.5	-0.226618	4369	258312	527	2023-1-13-8:34:32
-7.49	0	0	23.6108	0.336695	0.0863244	20.0934	0.296578	64	-1	26	-0.240905	4	-0.650433	145	258457	526	2023-1-13-8:34:44
-7.49	1	0	23.1327	1.43663	0.262419	13.8459	1.27273	64	-1	25	0.27496	4	-0.222996	661	259118	528	2023-1-13-8:34:55
-7.49	1	0	13.0052	8.75872	0.249031	1.69598	8.33837	1	-1	24	0.874255	2	0.0340995	4401	263519	529	2023-1-13-8:35:3
-7.49	1	0	12.6703	8.92899	0.230113	1.58457	8.47925	16	-1	23	0.908822	2	-0.08726	4484	268003	530	2023-1-13-8:35:11
-7.49	1	0	6.81492	9.60282	0.155242	1.11276	9.23629	0	-1	22	0.809309	1	0.0589476	4876	272879	529	2023-1-13-8:35:19
-7.49	1	0	3.4181	9.82279	0.130802	0.941451	9.41966	0	-1	21	0.766578	0.5	-0.0434269	4972	277851	529	2023-1-13-8:35:26
-7.49	0	0	1.71246	10.5925	0.0452799	0.326251	10.6208	4	-1	20	0.820477	0.25	-0.0820523	5618	283469	530	2023-1-13-8:35:33
-7.49	1	0	6.0204	9.94535	0.117183	0.762807	9.62712	16	-1	19	0.846694	1	0.214926	5101	288570	531	2023-1-13-8:35:41
-7.49	0	0	13.3658	8.73443	0.25173	1.77585	8.30171	4	-1	18	0.802454	2	-0.282466	4365	292935	527	2023-1-13-8:35:49
-7.49	1	0	12.1189	9.6681	0.147989	0.965692	9.30435	4	-1	17	0.771007	2	-0.304646	4912	297847	529	2023-1-13-8:35:57
-7.49	1	0	10.0666	4.52433	0.604273	4.88055	4.12854	64	-1	16	0.488439	2	-0.247563	2174	300021	529	2023-1-13-8:36:12
-7.49	1	0	22.2221	8.2458	0.306023	1.947	7.76981	4	-1	15	0.941055	4	-0.0219769	4107	304128	530	2023-1-13-8:36:19
-7.49	0	0	35.8356	3.84029	0.549409	4.72948	3.4649	0	-1	14	0.776111	8	-0.171617	1816	305944	527	2023-1-13-8:36:27
-7.49	1	0	3.11125	9.72085	0.142128	0.980408	9.35227	32	-1	13	0.732714	0.5	-0.0748187	4927	310871	528	2023-1-13-8:36:40
-7.49	0	0	1.53264	8.76779	0.248023	1.76001	8.29222	64	-1	12	0.39772	0.25	-0.241231	4361	315232	527	2023-1-13-8:36:53
-7.49	0	0	6.66893	9.75829	0.137968	0.976667	9.35472	0	-1	11	0.86199	1	-0.0639386	4947	320179	530	2023-1-13-8:37:1
-7.49	0	0	24.1603	7.7263	0.36491	2.41696	7.26857	1	-1	10	0.761431	4	-0.465431	3807	323986	525	2023-1-13-8:37:8
-7.49	1	0	36.211	6.75966	0.440034	2.59026	6.29679	1	-1	9	0.932066	8	0.0037329	3322	327308	529	2023-1-13-8:37:16
-7.49	0	0	2.98822	7.88914	0.345651	2.4516	7.41509	64	-1	8	0.0381235	0.5	0.0945355	3919	331227	530	2023-1-13-8:37:28
-7.49	1	0	35.5498	1.43397	0.472907	11.5495	1.23429	32	-1	7	0.683165	8	-0.429133	639	331866	525	2023-1-13-8:37:37
-7.49	1	0	3.16127	8.78195	0.24645	1.78836	8.30943	64	-1	6	0.548913	0.5	0.098539	4395	336261	530	2023-1-13-8:37:51
-7.49	1	0	1.71678	10.1468	0.0947961	0.6819	9.78236	1	-1	5	0.55713	0.25	0.542924	5203	341464	533	2023-1-13-8:38:0
-7.49	0	0	1.65126	9.79689	0.133679	0.965428	9.33397	32	-1	4	0.862192	0.25	-0.443325	4908	346372	527	2023-1-13-8:38:9
-7.49	1	0	6.61162	9.93192	0.118676	0.822256	9.55283	1	-1	3	0.763467	1	0.141836	5052	351424	530	2023-1-13-8:38:20
-7.49	1	0	6.41275	10.1168	0.0981366	0.658671	9.81132	8	-1	2	0.916302	1	-0.00297462	5190	356614	530	2023-1-13-8:38:27
-7.49	1	0	3.39393	10.2201	0.0866525	0.615514	10.0543	4	-1	1	0.938617	0.5	0.540552	5359	361973	534	2023-1-13-8:38:35
-7.49	1	0	6.10833	7.00607	0.44377	3.15072	6.52075	64	-1	0	0.39637	1	-0.111876	3446	365419	530	2023-1-13-8:38:49
-7.49	0	0	3.62205	9.9781	0.113545	0.859858	9.60113	2	-1	95	0.736272	0.5	-0.1498	5069	5069	529	2023-1-13-8:53:39
-7.49	1	0	6.02654	8.42941	0.285622	1.87904	7.94944	1	-1	94	0.744951	1	0.406441	4234	9303	534	2023-1-13-8:53:47
-7.49	0	0	24.9673	4.82047	0.448944	5.21395	4.45905	4	-1	93	0.635583	4	-0.469273	2331	11634	525	2023-1-13-8:53:58
-7.49	1	0	25.3748	8.57781	0.269132	1.86485	8.08333	0	-1	92	0.874174	4	-0.366331	4258	15892	528	2023-1-13-8:54:7
-7.49	0	0	13.5761	8.3689	0.292344	2.08104	7.85929	4	-1	91	0.761582	2	0.365279	4179	20071	533	2023-1-13-8:54:17
-7.49	1	0	40.7462	3.24985	0.44856	6.66743	2.93169	1	-1	90	0.779195	8	-0.327947	1535	21606	527	2023-1-13-8:54:28
-7.49	0	0	21.9045	0.649265	0.0962999	20.2287	0.58034	64	-1	89	0.122919	4	-0.170132	298	21904	529	2023-1-13-8:54:43
-7.49	1	0	6.61734	9.65833	0.149075	1.06675	9.2594	16	-1	88	0.747395	1	0.267649	4916	26820	532	2023-1-13-8:54:52
-7.49	1	0	3.54837	10.2069	0.0881241	0.661565	9.89122	4	-1	87	0.842871	0.5	-0.455764	5173	31993	524	2023-1-13-8:55:0
-7.49	0	0	13.1227	7.41285	0.398727	2.8146	6.93597	8	-1	86	0.670998	2	0.204019	3672	35665	531	2023-1-13-8:55:9
-7.49	1	0	39.4007	5.5092	0.475931	4.17023	5.11195	4	-1	85	0.802258	8	-0.437391	2684	38349	527	2023-1-13-8:55:19
-7.49	0	0	24.1993	2.79563	0.597991	7.01298	2.45558	16	-1	84	0.549614	4	-0.169155	1288	39637	529	2023-1-13-8:55:28
-7.49	0	0	3.48725	9.79391	0.13401	0.995726	9.43643	8	-1	83	0.760111	0.5	-0.42607	4962	44599	527	2023-1-13-8:55:36
-7.49	1	0	1.79902	10.4233	0.0640742	0.482708	10.3409	1	-1	82	0.751872	0.25	0.214486	5481	50080	531	2023-1-13-8:55:44
-7.49	1	0	1.80106	10.3942	0.0673165	0.507399	10.2505	0	-1	81	0.56823	0.25	0.293923	5433	55513	531	2023-1-13-8:55:52
-7.49	0	0	25.2032	5.0583	0.431987	4.851	4.66034	1	-1	80	0.722027	4	-0.303094	2446	57959	527	2023-1-13-8:56:1
-7.49	1	0	36.4795	1.31845	0.224909	15.1583	1.18441	32	-1	79	0.560235	8	-0.272296	614	58573	526	2023-1-13-8:56:14
-7.49	1	0	25.9128	5.05149	0.451422	5.25591	4.61143	4	-1	78	0.763814	4	-0.690234	2412	60985	525	2023-1-13-8:56:26
-7.49	0	0	24.3237	6.02935	0.537303	3.82381	5.57278	2	-1	77	0.715112	4	-0.161927	2938	63923	529	2023-1-13-8:56:34
-7.49	1	0	1.78606	9.78261	0.135266	1.01077	9.30394	4	-1	76	0.961736	0.25	0.468508	4949	68872	533	2023-1-13-8:56:45
-7.49	0	0	6.73098	9.0858	0.212689	1.49363	8.62782	1	-1	75	0.621897	1	0.185273	4580	73452	532	2023-1-13-8:56:56
-7.49	1	0	39.2802	0.174461	0.0654184	28.3227	0.146388	64	-1	74	-0.237525	8	-0.662998	67	73519	526	2023-1-13-8:57:11
-7.49	1	0	23.3868	3.39767	0.508732	7.30754	3.07605	32	-1	73	0.507391	4	-0.627995	1607	75126	526	2023-1-13-8:57:23
-7.49	1	0	12.5801	2.67243	0.582916	7.90761	2.38679	64	-1	72	0.320345	2	-0.104764	1254	76380	530	2023-1-13-8:57:35
-7.49	0	0	7.1256	8.76263	0.248597	1.86988	8.30639	16	-1	71	0.766804	1	0.336451	4409	80789	532	2023-1-13-8:57:44
-7.49	0	0	36.2715	1.57177	0.442976	10.8295	1.33837	4	-1	70	0.592812	8	-0.0504746	698	81487	529	2023-1-13-8:57:51
-7.49	0	0	39.3039	3.08457	0.324847	7.68739	2.82353	2	-1	69	0.598639	8	-0.61414	1478	82965	527	2023-1-13-8:58:1
-7.49	1	0	12.9161	8.20432	0.310631	2.145	7.65905	16	-1	68	0.795753	2	-0.293345	4011	86976	525	2023-1-13-8:58:10
-7.49	1	0	3.56204	9.91259	0.120824	0.909488	9.60264	8	-1	67	0.773234	0.5	0.131517	5089	92065	531	2023-1-13-8:58:18
-7.49	0	0	3.49275	10.0866	0.101486	0.753481	9.77589	4	-1	66	0.83292	0.5	0.133861	5180	97245	531	2023-1-13-8:58:26
-7.49	0	0	1.75552	10.4836	0.0573827	0.427304	10.3662	4	-1	65	0.429024	0.25	-0.347338	5452	102697	527	2023-1-13-8:58:34
-7.49	0	0	14.2042	8.04199	0.328667	2.4139	7.5283	2	-1	64	0.797092	2	-0.076555	3980	106677	530	2023-1-13-8:58:45
-7.49	0	0	6.79063	9.40028	0.177747	1.26934	9.01134	4	-1	63	0.787821	1	-0.0193152	4757	111434	529	2023-1-13-8:58:54
-7.49	0	0	23.8649	5.62004	0.466666	4.0759	5.19129	8	-1	62	0.724875	4	-0.106126	2730	114164	528	2023-1-13-8:59:2
-7.49	1	0	3.54187	10.0109	0.109903	0.826279	9.71429	16	-1	61	0.87521	0.5	0.252645	5158	119322	532	2023-1-13-8:59:11
-7.49	0	0	42.6531	0.622024	0.143173	17.1629	0.558712	32	-1	60	0.34089	8	-0.272681	286	119608	528	2023-1-13-8:59:20
-7.49	1	0	37.3071	1.6025	0.439222	7.79959	1.39279	0	-1	59	0.708032	8	-0.277284	724	120332	527	2023-1-13-8:59:30
-7.49	1	0	6.74807	8.82675	0.241473	1.80772	8.33019	32	-1	58	0.734139	1	0.119836	4406	124738	530	2023-1-13-8:59:40
-7.49	1	0	3.30002	7.12977	0.430026	3.23972	6.64326	64	-1	57	-0.157427	0.5	-0.53973	3491	128229	527	2023-1-13-8:59:53
-7.49	0	0	1.77477	10.2756	0.0804928	0.606311	10.0603	16	-1	56	0.462628	0.25	0.137919	5332	133561	531	2023-1-13-9:0:2
-7.49	0	0	11.3698	2.57562	0.487267	8.81243	2.30755	64	-1	55	0.0253683	2	-0.071578	1212	134773	530	2023-1-13-9:0:13
-7.49	0	0	39.518	3.2074	0.434493	6.14917	2.91635	1	-1	54	0.657786	8	-0.575106	1525	136298	526	2023-1-13-9:0:24
-7.49	0	0	6.92651	7.19916	0.42237	3.13235	6.72023	32	-1	53	0.471094	1	-0.249951	3545	139843	529	2023-1-13-9:0:34
-7.49	1	0	30.5705	2.01924	0.381638	7.74456	1.77694	16	-1	52	0.628691	8	-0.1901	929	140772	529	2023-1-13-9:0:44
-7.49	1	0	11.3368	5.81914	0.480744	3.85785	5.36553	32	-1	51	0.692924	2	-0.193335	2823	143595	528	2023-1-13-9:0:55
-7.49	0	0	12.363	7.89049	0.345501	2.30394	7.42344	0	-1	50	0.689258	2	0.0675188	3917	147512	529	2023-1-13-9:1:4
-7.49	1	0	12.819	8.85846	0.237949	1.5819	8.40832	1	-1	49	0.873974	2	-0.127904	4438	151950	529	2023-1-13-9:1:14
-7.49	0	0	11.6579	4.97013	0.60314	4.51344	4.50947	16	-1	48	0.462762	2	-0.416403	2371	154321	528	2023-1-13-9:1:24
-7.49	0	0	1.58009	8.66219	0.259757	1.86878	8.14501	64	-1	47	0.349828	0.25	0.232819	4316	158637	531	2023-1-13-9:7:6
-7.49	1	0	6.83328	9.58441	0.157288	1.12454	9.20493	4	-1	46	0.84629	1	-0.450263	4840	163477	527	2023-1-13-9:7:15
-7.49	0	0	36.5481	2.75245	0.459769	7.64466	2.50568	8	-1	45	0.679463	8	-0.320285	1314	164791	528	2023-1-13-9:7:24
-7.49	1	0	6.42781	9.09191	0.21201	1.44921	8.6283	0	-1	44	0.910833	1	0.141402	4563	169354	530	2023-1-13-9:7:32
-7.49	1	0	5.53245	4.51567	0.584614	5.05731	4.13396	64	-1	43	0.126344	1	0.0193171	2181	171535	530	2023-1-13-9:7:44
-7.49	1	0	1.70498	10.4743	0.0584128	0.418635	10.3629	2	-1	42	0.681603	0.25	-0.0540993	5471	177006	529	2023-1-13-9:7:54
-7.49	1	0	24.2964	7.43183	0.396463	2.66793	6.93939	1	-1	41	0.853908	4	-0.105481	3653	180659	528	2023-1-13-9:8:1
-7.49	0	0	1.63572	9.97788	0.113569	0.812653	9.6379	32	-1	40	0.800654	0.25	0.404479	5126	185785	533	2023-1-13-9:8:12
-7.49	0	0	1.72652	10.3951	0.0672128	0.482422	10.2424	0	-1	39	0.49574	0.25	-0.289028	5398	191183	528	2023-1-13-9:8:21
-7.49	1	0	12.8243	8.48553	0.279386	1.88995	8.03383	2	-1	38	0.851843	2	0.281587	4263	195446	532	2023-1-13-9:8:28
-7.49	1	0	3.47989	9.95751	0.115832	0.832902	9.55993	0	-1	37	0.900283	0.5	0.495058	5095	200541	534	2023-1-13-9:8:37
-7.49	0	0	3.05184	7.54383	0.384018	2.7606	7.04307	64	-1	36	0.475306	0.5	0.423013	3751	204292	534	2023-1-13-9:8:52
-7.49	0	0	6.21443	9.4791	0.168989	1.13984	9.07197	0	-1	35	0.754214	1	-0.0257771	4779	209071	528	2023-1-13-9:9:1
-7.49	0	0	24.0026	6.67684	0.465086	3.2578	6.19962	0	-1	34	0.667395	4	-0.425731	3250	212321	526	2023-1-13-9:9:10
-7.49	1	0	34.3681	4.6678	0.450228	3.95584	4.30189	2	-1	33	0.819565	8	-0.152728	2270	214591	530	2023-1-13-9:9:17
-7.49	1	0	23.0156	0.812231	0.209022	13.9353	0.6926	64	-1	32	0.186302	4	-0.532779	355	214946	527	2023-1-13-9:9:30
-7.49	1	0	11.1285	8.78645	0.24595	1.5053	8.37192	0	-1	31	0.777586	2	-0.260952	4402	219348	527	2023-1-13-9:9:40
-7.49	1	0	3.26788	9.57349	0.158502	1.13434	9.15501	32	-1	30	0.692802	0.5	0.111899	4832	224180	529	2023-1-13-9:9:53
-7.49	0	0	3.1548	9.11029	0.209968	1.49033	8.62712	32	-1	29	0.603169	0.5	0.110367	4570	228750	531	2023-1-13-9:10:2
-7.49	1	0	1.67474	9.91146	0.120949	0.863137	9.42561	16	-1	28	0.696842	0.25	0.105284	4994	233744	531	2023-1-13-9:10:13
-7.49	1	0	1.65209	10.0483	0.105745	0.763048	9.61351	32	-1	27	0.796302	0.25	0.352345	5114	238858	533	2023-1-13-9:10:23
-7.49	1	0	1.68002	10.4055	0.0660555	0.469817	10.2372	8	-1	26	0.921115	0.25	-0.254728	5384	244242	527	2023-1-13-9:10:33
-7.49	1	0	3.33836	10.1798	0.0911282	0.64063	9.91714	2	-1	25	0.807335	0.5	0.126959	5255	249497	531	2023-1-13-9:10:42
-7.49	0	0	6.2349	9.34283	0.18413	1.24731	8.88469	2	-1	24	0.655781	1	0.139491	4689	254186	529	2023-1-13-9:10:50
-7.49	1	0	24.3982	7.54801	0.383554	2.60341	7.0419	2	-1	23	0.758661	4	-0.433663	3688	257874	525	2023-1-13-9:11:2
-7.49	0	0	11.9621	3.61634	0.436014	6.84549	3.28273	32	-1	22	0.375551	2	-0.242063	1720	259594	527	2023-1-13-9:11:12
-7.49	0	0	1.70382	10.1755	0.0916113	0.651779	9.89943	1	-1	21	0.537507	0.25	-0.313369	5206	264800	527	2023-1-13-9:11:21
-7.49	1	0	3.46072	10.2001	0.0888809	0.636593	9.89583	1	-1	20	0.800918	0.5	-0.0729016	5214	270014	528	2023-1-13-9:11:29
-7.49	1	0	22.6979	6.52168	0.416726	3.23862	6.03592	8	-1	19	0.749439	4	-0.294461	3184	273198	529	2023-1-13-9:11:38
-7.49	0	0	3.22531	9.79543	0.133841	0.940769	9.36723	16	-1	18	0.779261	0.5	-0.030751	4963	278161	531	2023-1-13-9:11:46
-7.49	1	0	24.5879	6.62922	0.457652	3.33244	6.17748	16	-1	17	0.812293	4	-0.638995	3227	281388	524	2023-1-13-9:11:54
-7.49	0	0	12.2777	7.84585	0.350461	2.28897	7.35619	1	-1	16	0.734698	2	-0.388112	3852	285240	525	2023-1-13-9:12:2
-7.49	0	0	24.2757	1.65928	0.290273	13.4107	1.49526	32	-1	15	0.325595	4	-0.558294	777	286017	527	2023-1-13-9:12:12
-7.49	0	0	1.69731	10.3126	0.0763818	0.547498	10.1262	8	-1	14	0.452991	0.25	0.245375	5368	291385	531	2023-1-13-9:12:20
-7.49	1	0	12.604	9.60664	0.154818	1.0221	9.21846	4	-1	13	0.854026	2	0.1901	4885	296270	531	2023-1-13-9:12:29
-7.49	0	0	5.71795	9.11662	0.209265	1.32926	8.71482	8	-1	12	0.82256	1	0.438483	4634	300904	533	2023-1-13-9:12:37
-7.49	0	0	35.9559	3.34745	0.677942	4.91274	2.96597	0	-1	11	0.720932	8	-0.112244	1559	302463	529	2023-1-13-9:12:46
-7.49	0	0	40.1518	0.206219	0.0433368	28.3095	0.184061	64	-1	10	-0.116581	8	-0.425836	86	302549	527	2023-1-13-9:12:58
-7.49	0	0	3.43817	9.67787	0.146903	1.05685	9.29679	1	-1	9	0.663736	0.5	-0.14259	4907	307456	529	2023-1-13-9:13:8
-7.49	1	0	1.5536	9.0378	0.218023	1.55855	8.57845	64	-1	8	0.416424	0.25	-0.230695	4528	311984	529	2023-1-13-9:13:22
-7.49	1	0	6.67926	9.34778	0.183581	1.29859	8.90341	8	-1	7	0.898434	1	-0.225667	4691	316675	528	2023-1-13-9:13:33
-7.49	0	0	34.4081	1.48398	0.295053	10.1235	1.32325	16	-1	6	0.573134	8	-0.196039	691	317366	529	2023-1-13-9:13:41
-7.49	0	0	1.71955	10.6565	0.0381685	0.274281	10.7127	2	-1	5	0.721615	0.25	-0.0270956	5656	323022	529	2023-1-13-9:13:50
-7.49	1	0	13.5383	8.12466	0.319482	2.29569	7.62476	8	-1	4	0.778457	2	-0.373354	3992	327014	525	2023-1-13-9:13:58
-7.49	1	0	6.47675	9.18943	0.201175	1.39491	8.75614	2	-1	3	0.722718	1	-0.258793	4621	331635	529	2023-1-13-9:14:5
-7.49	1	0	39.1957	4.65985	0.372025	5.15784	4.29278	8	-1	2	0.726454	8	-0.390755	2248	333883	526	2023-1-13-9:14:13
-7.49	0	0	6.28843	5.34404	0.556092	4.6229	4.89057	64	-1	1	0.237767	1	0.11286	2582	336465	530	2023-1-13-9:14:26
-7.49	0	0	3.35225	10.0088	0.110136	0.775314	9.64773	0	-1	0	0.742501	0.5	-0.297073	5084	341549	528	2023-1-13-9:14:36
-7.49	0	0	1.69135	10.4627	0.0596957	0.42672	10.3662	1	-1	95	0.316815	0.25	-0.289244	5453	5453	527	2023-1-13-12:4:17
-7.49	0	0	6.52315	9.82605	0.130439	0.901922	9.44802	4	-1	94	0.809499	1	0.171052	4987	10440	529	2023-1-13-12:4:27
